time,HipCenter,HipCenterCoordinates.x,HipCenterCoordinates.y,HipCenterCoordinates.z,Spine,SpineCoordinates.x,SpineCoordinates.y,SpineCoordinates.z,ShoulderCenter,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.zHead,HeadCoordinates.x,HeadCoordinates.y,HeadCoordinates.z,ShoulderLeft,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.z,ElbowLeft,ElbowLeftCoordinates.x,ElbowLeftCoordinates.y,ElbowLeftCoordinates.z,WristLeft,WristLeftCoordinates.x,WristLeftCoordinates.y,WristLeftCoordinates.z,HandLeft,HandLeftCoordinates.x,HandLeftCoordinates.y,HandLeftCoordinates.z,ShoulderRight,ShoulderRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,ElbowRight,ElbowRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,WristRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HandRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HipLeft,HipLeftCoordinates.x,HipLeftCoordinates.y,HipLeftCoordinates.z,KneeLeft,KneeLeftCoordinates.x,KneeLeftCoordinates.y,KneeLeftCoordinates.z,AnkleLeft,AnkleLeftCoordinates.x,AnkleLeftCoordinates.y,AnkleLeftCoordinates.z,FootLeft,FootLeftCoordinates.x,FootLeftCoordinates.y,FootLeftCoordinates.z,HipRight,HipRightCoordinates.x,HipRightCoordinates.y,HipRightCoordinates.z,KneeRight,KneeRightCoordinates.x,KneeRightCoordinates.y,KneeRightCoordinates.z,AnkleRight,AnkleRightCoordinates.x,AnkleRightCoordinates.y,AnkleRightCoordinates.z,FootRight,FootRightCoordinates.x,FootRightCoordinates.y,FootRightCoordinates.z
8.520,0,-0.035,0.853,1.592,1,-0.033,0.885,1.612,2,-0.186,0.982,1.626,3,-0.044,1.239,1.604,4,-0.186,0.982,1.626,5,-0.338,0.920,1.537,6,-0.502,0.862,1.393,7,-0.590,0.817,1.309,8,0.112,1.005,1.624,9,0.339,1.005,1.624,10,0.504,1.034,1.542,10,0.504,1.034,1.542,12,-0.107,0.782,1.585,13,-0.427,0.908,1.505,14,-0.626,0.838,1.273,15,-0.648,0.840,1.206,16,0.036,0.791,1.582,17,0.304,0.972,1.619,18,0.558,1.023,1.542,19,0.587,1.038,1.464
8.527,0,-0.035,0.853,1.592,1,-0.033,0.885,1.612,2,-0.186,0.982,1.626,3,-0.044,1.239,1.604,4,-0.186,0.982,1.626,5,-0.338,0.920,1.537,6,-0.502,0.862,1.393,7,-0.590,0.817,1.309,8,0.112,1.005,1.624,9,0.339,1.005,1.624,10,0.504,1.034,1.542,10,0.504,1.034,1.542,12,-0.107,0.782,1.585,13,-0.427,0.908,1.505,14,-0.626,0.838,1.273,15,-0.648,0.840,1.206,16,0.036,0.791,1.582,17,0.304,0.972,1.619,18,0.558,1.023,1.542,19,0.587,1.038,1.464
8.535,0,-0.035,0.853,1.592,1,-0.033,0.885,1.612,2,-0.186,0.982,1.626,3,-0.044,1.239,1.604,4,-0.186,0.982,1.626,5,-0.338,0.920,1.537,6,-0.502,0.862,1.393,7,-0.590,0.817,1.309,8,0.112,1.005,1.624,9,0.339,1.005,1.624,10,0.504,1.034,1.542,10,0.504,1.034,1.542,12,-0.107,0.782,1.585,13,-0.427,0.908,1.505,14,-0.626,0.838,1.273,15,-0.648,0.840,1.206,16,0.036,0.791,1.582,17,0.304,0.972,1.619,18,0.558,1.023,1.542,19,0.587,1.038,1.464
8.542,0,-0.033,0.853,1.593,1,-0.031,0.885,1.614,2,-0.185,0.981,1.627,3,-0.041,1.238,1.604,4,-0.185,0.981,1.627,5,-0.337,0.917,1.537,6,-0.507,0.853,1.388,7,-0.601,0.798,1.298,8,0.113,1.005,1.625,9,0.343,1.005,1.625,10,0.507,1.035,1.543,10,0.507,1.035,1.543,12,-0.104,0.783,1.586,13,-0.428,0.905,1.513,14,-0.629,0.825,1.280,15,-0.694,0.821,1.252,16,0.038,0.790,1.583,17,0.305,0.972,1.620,18,0.560,1.024,1.544,19,0.589,1.039,1.466
8.550,0,-0.033,0.853,1.593,1,-0.031,0.885,1.614,2,-0.185,0.981,1.627,3,-0.041,1.238,1.604,4,-0.185,0.981,1.627,5,-0.337,0.917,1.537,6,-0.507,0.853,1.388,7,-0.601,0.798,1.298,8,0.113,1.005,1.625,9,0.343,1.005,1.625,10,0.507,1.035,1.543,10,0.507,1.035,1.543,12,-0.104,0.783,1.586,13,-0.428,0.905,1.513,14,-0.629,0.825,1.280,15,-0.694,0.821,1.252,16,0.038,0.790,1.583,17,0.305,0.972,1.620,18,0.560,1.024,1.544,19,0.589,1.039,1.466
8.557,0,-0.033,0.853,1.593,1,-0.031,0.885,1.614,2,-0.185,0.981,1.627,3,-0.041,1.238,1.604,4,-0.185,0.981,1.627,5,-0.337,0.917,1.537,6,-0.507,0.853,1.388,7,-0.601,0.798,1.298,8,0.113,1.005,1.625,9,0.343,1.005,1.625,10,0.507,1.035,1.543,10,0.507,1.035,1.543,12,-0.104,0.783,1.586,13,-0.428,0.905,1.513,14,-0.629,0.825,1.280,15,-0.694,0.821,1.252,16,0.038,0.790,1.583,17,0.305,0.972,1.620,18,0.560,1.024,1.544,19,0.589,1.039,1.466
8.564,0,-0.033,0.853,1.593,1,-0.031,0.885,1.614,2,-0.185,0.981,1.627,3,-0.041,1.238,1.604,4,-0.185,0.981,1.627,5,-0.337,0.917,1.537,6,-0.507,0.853,1.388,7,-0.601,0.798,1.298,8,0.113,1.005,1.625,9,0.343,1.005,1.625,10,0.507,1.035,1.543,10,0.507,1.035,1.543,12,-0.104,0.783,1.586,13,-0.428,0.905,1.513,14,-0.629,0.825,1.280,15,-0.694,0.821,1.252,16,0.038,0.790,1.583,17,0.305,0.972,1.620,18,0.560,1.024,1.544,19,0.589,1.039,1.466
8.571,0,-0.033,0.853,1.593,1,-0.031,0.885,1.614,2,-0.185,0.981,1.627,3,-0.041,1.238,1.604,4,-0.185,0.981,1.627,5,-0.337,0.917,1.537,6,-0.507,0.853,1.388,7,-0.601,0.798,1.298,8,0.113,1.005,1.625,9,0.343,1.005,1.625,10,0.507,1.035,1.543,10,0.507,1.035,1.543,12,-0.104,0.783,1.586,13,-0.428,0.905,1.513,14,-0.629,0.825,1.280,15,-0.694,0.821,1.252,16,0.038,0.790,1.583,17,0.305,0.972,1.620,18,0.560,1.024,1.544,19,0.589,1.039,1.466
8.578,0,-0.031,0.854,1.594,1,-0.030,0.885,1.615,2,-0.183,0.980,1.627,3,-0.036,1.236,1.598,4,-0.183,0.980,1.627,5,-0.336,0.914,1.536,6,-0.511,0.847,1.386,7,-0.607,0.788,1.295,8,0.115,1.004,1.624,9,0.345,1.004,1.624,10,0.509,1.036,1.543,10,0.509,1.036,1.543,12,-0.102,0.785,1.586,13,-0.429,0.902,1.518,14,-0.631,0.811,1.299,15,-0.659,0.811,1.233,16,0.041,0.789,1.584,17,0.306,0.972,1.619,18,0.564,1.024,1.546,19,0.592,1.039,1.468
8.585,0,-0.031,0.854,1.594,1,-0.030,0.885,1.615,2,-0.183,0.980,1.627,3,-0.036,1.236,1.598,4,-0.183,0.980,1.627,5,-0.336,0.914,1.536,6,-0.511,0.847,1.386,7,-0.607,0.788,1.295,8,0.115,1.004,1.624,9,0.345,1.004,1.624,10,0.509,1.036,1.543,10,0.509,1.036,1.543,12,-0.102,0.785,1.586,13,-0.429,0.902,1.518,14,-0.631,0.811,1.299,15,-0.659,0.811,1.233,16,0.041,0.789,1.584,17,0.306,0.972,1.619,18,0.564,1.024,1.546,19,0.592,1.039,1.468
8.592,0,-0.031,0.854,1.594,1,-0.030,0.885,1.615,2,-0.183,0.980,1.627,3,-0.036,1.236,1.598,4,-0.183,0.980,1.627,5,-0.336,0.914,1.536,6,-0.511,0.847,1.386,7,-0.607,0.788,1.295,8,0.115,1.004,1.624,9,0.345,1.004,1.624,10,0.509,1.036,1.543,10,0.509,1.036,1.543,12,-0.102,0.785,1.586,13,-0.429,0.902,1.518,14,-0.631,0.811,1.299,15,-0.659,0.811,1.233,16,0.041,0.789,1.584,17,0.306,0.972,1.619,18,0.564,1.024,1.546,19,0.592,1.039,1.468
8.599,0,-0.031,0.854,1.594,1,-0.030,0.885,1.615,2,-0.183,0.980,1.627,3,-0.036,1.236,1.598,4,-0.183,0.980,1.627,5,-0.336,0.914,1.536,6,-0.511,0.847,1.386,7,-0.607,0.788,1.295,8,0.115,1.004,1.624,9,0.345,1.004,1.624,10,0.509,1.036,1.543,10,0.509,1.036,1.543,12,-0.102,0.785,1.586,13,-0.429,0.902,1.518,14,-0.631,0.811,1.299,15,-0.659,0.811,1.233,16,0.041,0.789,1.584,17,0.306,0.972,1.619,18,0.564,1.024,1.546,19,0.592,1.039,1.468
8.607,0,-0.031,0.854,1.594,1,-0.030,0.885,1.615,2,-0.183,0.980,1.627,3,-0.036,1.236,1.598,4,-0.183,0.980,1.627,5,-0.336,0.914,1.536,6,-0.511,0.847,1.386,7,-0.607,0.788,1.295,8,0.115,1.004,1.624,9,0.345,1.004,1.624,10,0.509,1.036,1.543,10,0.509,1.036,1.543,12,-0.102,0.785,1.586,13,-0.429,0.902,1.518,14,-0.631,0.811,1.299,15,-0.659,0.811,1.233,16,0.041,0.789,1.584,17,0.306,0.972,1.619,18,0.564,1.024,1.546,19,0.592,1.039,1.468
8.615,0,-0.028,0.854,1.592,1,-0.027,0.885,1.613,2,-0.181,0.979,1.625,3,-0.031,1.233,1.586,4,-0.181,0.979,1.625,5,-0.335,0.906,1.546,6,-0.511,0.834,1.405,7,-0.586,0.812,1.351,8,0.118,1.003,1.620,9,0.347,1.003,1.620,10,0.511,1.036,1.544,10,0.511,1.036,1.544,12,-0.099,0.786,1.584,13,-0.430,0.898,1.521,14,-0.621,0.795,1.321,15,-0.639,0.793,1.240,16,0.043,0.788,1.583,17,0.305,0.971,1.618,18,0.567,1.024,1.546,19,0.596,1.038,1.469
8.623,0,-0.028,0.854,1.592,1,-0.027,0.885,1.613,2,-0.181,0.979,1.625,3,-0.031,1.233,1.586,4,-0.181,0.979,1.625,5,-0.335,0.906,1.546,6,-0.511,0.834,1.405,7,-0.586,0.812,1.351,8,0.118,1.003,1.620,9,0.347,1.003,1.620,10,0.511,1.036,1.544,10,0.511,1.036,1.544,12,-0.099,0.786,1.584,13,-0.430,0.898,1.521,14,-0.621,0.795,1.321,15,-0.639,0.793,1.240,16,0.043,0.788,1.583,17,0.305,0.971,1.618,18,0.567,1.024,1.546,19,0.596,1.038,1.469
8.630,0,-0.028,0.854,1.592,1,-0.027,0.885,1.613,2,-0.181,0.979,1.625,3,-0.031,1.233,1.586,4,-0.181,0.979,1.625,5,-0.335,0.906,1.546,6,-0.511,0.834,1.405,7,-0.586,0.812,1.351,8,0.118,1.003,1.620,9,0.347,1.003,1.620,10,0.511,1.036,1.544,10,0.511,1.036,1.544,12,-0.099,0.786,1.584,13,-0.430,0.898,1.521,14,-0.621,0.795,1.321,15,-0.639,0.793,1.240,16,0.043,0.788,1.583,17,0.305,0.971,1.618,18,0.567,1.024,1.546,19,0.596,1.038,1.469
8.638,0,-0.028,0.854,1.592,1,-0.027,0.885,1.613,2,-0.181,0.979,1.625,3,-0.031,1.233,1.586,4,-0.181,0.979,1.625,5,-0.335,0.906,1.546,6,-0.511,0.834,1.405,7,-0.586,0.812,1.351,8,0.118,1.003,1.620,9,0.347,1.003,1.620,10,0.511,1.036,1.544,10,0.511,1.036,1.544,12,-0.099,0.786,1.584,13,-0.430,0.898,1.521,14,-0.621,0.795,1.321,15,-0.639,0.793,1.240,16,0.043,0.788,1.583,17,0.305,0.971,1.618,18,0.567,1.024,1.546,19,0.596,1.038,1.469
8.645,0,-0.023,0.855,1.586,1,-0.022,0.886,1.607,2,-0.176,0.977,1.617,3,-0.024,1.230,1.567,4,-0.176,0.977,1.617,5,-0.334,0.901,1.551,6,-0.511,0.828,1.414,7,-0.575,0.825,1.380,8,0.123,1.002,1.611,9,0.350,1.002,1.611,10,0.515,1.033,1.543,10,0.515,1.033,1.543,12,-0.094,0.789,1.579,13,-0.431,0.895,1.523,14,-0.619,0.787,1.330,15,-0.629,0.785,1.242,16,0.047,0.787,1.579,17,0.277,0.987,1.606,18,0.571,1.023,1.547,19,0.601,1.036,1.469
8.652,0,-0.023,0.855,1.586,1,-0.022,0.886,1.607,2,-0.176,0.977,1.617,3,-0.024,1.230,1.567,4,-0.176,0.977,1.617,5,-0.334,0.901,1.551,6,-0.511,0.828,1.414,7,-0.575,0.825,1.380,8,0.123,1.002,1.611,9,0.350,1.002,1.611,10,0.515,1.033,1.543,10,0.515,1.033,1.543,12,-0.094,0.789,1.579,13,-0.431,0.895,1.523,14,-0.619,0.787,1.330,15,-0.629,0.785,1.242,16,0.047,0.787,1.579,17,0.277,0.987,1.606,18,0.571,1.023,1.547,19,0.601,1.036,1.469
8.659,0,-0.023,0.855,1.586,1,-0.022,0.886,1.607,2,-0.176,0.977,1.617,3,-0.024,1.230,1.567,4,-0.176,0.977,1.617,5,-0.334,0.901,1.551,6,-0.511,0.828,1.414,7,-0.575,0.825,1.380,8,0.123,1.002,1.611,9,0.350,1.002,1.611,10,0.515,1.033,1.543,10,0.515,1.033,1.543,12,-0.094,0.789,1.579,13,-0.431,0.895,1.523,14,-0.619,0.787,1.330,15,-0.629,0.785,1.242,16,0.047,0.787,1.579,17,0.277,0.987,1.606,18,0.571,1.023,1.547,19,0.601,1.036,1.469
8.666,0,-0.023,0.855,1.586,1,-0.022,0.886,1.607,2,-0.176,0.977,1.617,3,-0.024,1.230,1.567,4,-0.176,0.977,1.617,5,-0.334,0.901,1.551,6,-0.511,0.828,1.414,7,-0.575,0.825,1.380,8,0.123,1.002,1.611,9,0.350,1.002,1.611,10,0.515,1.033,1.543,10,0.515,1.033,1.543,12,-0.094,0.789,1.579,13,-0.431,0.895,1.523,14,-0.619,0.787,1.330,15,-0.629,0.785,1.242,16,0.047,0.787,1.579,17,0.277,0.987,1.606,18,0.571,1.023,1.547,19,0.601,1.036,1.469
8.674,0,-0.017,0.856,1.576,1,-0.016,0.886,1.595,2,-0.171,0.976,1.603,3,-0.017,1.227,1.545,4,-0.171,0.976,1.603,5,-0.334,0.898,1.554,6,-0.511,0.825,1.419,7,-0.570,0.830,1.392,8,0.129,1.000,1.597,9,0.352,1.000,1.597,10,0.519,1.029,1.541,10,0.519,1.029,1.541,12,-0.089,0.791,1.571,13,-0.433,0.890,1.522,14,-0.617,0.782,1.336,15,-0.623,0.779,1.244,16,0.052,0.786,1.571,17,0.235,1.020,1.585,18,0.572,1.023,1.546,19,0.604,1.033,1.468
8.681,0,-0.017,0.856,1.576,1,-0.016,0.886,1.595,2,-0.171,0.976,1.603,3,-0.017,1.227,1.545,4,-0.171,0.976,1.603,5,-0.334,0.898,1.554,6,-0.511,0.825,1.419,7,-0.570,0.830,1.392,8,0.129,1.000,1.597,9,0.352,1.000,1.597,10,0.519,1.029,1.541,10,0.519,1.029,1.541,12,-0.089,0.791,1.571,13,-0.433,0.890,1.522,14,-0.617,0.782,1.336,15,-0.623,0.779,1.244,16,0.052,0.786,1.571,17,0.235,1.020,1.585,18,0.572,1.023,1.546,19,0.604,1.033,1.468
8.688,0,-0.017,0.856,1.576,1,-0.016,0.886,1.595,2,-0.171,0.976,1.603,3,-0.017,1.227,1.545,4,-0.171,0.976,1.603,5,-0.334,0.898,1.554,6,-0.511,0.825,1.419,7,-0.570,0.830,1.392,8,0.129,1.000,1.597,9,0.352,1.000,1.597,10,0.519,1.029,1.541,10,0.519,1.029,1.541,12,-0.089,0.791,1.571,13,-0.433,0.890,1.522,14,-0.617,0.782,1.336,15,-0.623,0.779,1.244,16,0.052,0.786,1.571,17,0.235,1.020,1.585,18,0.572,1.023,1.546,19,0.604,1.033,1.468
8.695,0,-0.017,0.856,1.576,1,-0.016,0.886,1.595,2,-0.171,0.976,1.603,3,-0.017,1.227,1.545,4,-0.171,0.976,1.603,5,-0.334,0.898,1.554,6,-0.511,0.825,1.419,7,-0.570,0.830,1.392,8,0.129,1.000,1.597,9,0.352,1.000,1.597,10,0.519,1.029,1.541,10,0.519,1.029,1.541,12,-0.089,0.791,1.571,13,-0.433,0.890,1.522,14,-0.617,0.782,1.336,15,-0.623,0.779,1.244,16,0.052,0.786,1.571,17,0.235,1.020,1.585,18,0.572,1.023,1.546,19,0.604,1.033,1.468
8.702,0,-0.017,0.856,1.576,1,-0.016,0.886,1.595,2,-0.171,0.976,1.603,3,-0.017,1.227,1.545,4,-0.171,0.976,1.603,5,-0.334,0.898,1.554,6,-0.511,0.825,1.419,7,-0.570,0.830,1.392,8,0.129,1.000,1.597,9,0.352,1.000,1.597,10,0.519,1.029,1.541,10,0.519,1.029,1.541,12,-0.089,0.791,1.571,13,-0.433,0.890,1.522,14,-0.617,0.782,1.336,15,-0.623,0.779,1.244,16,0.052,0.786,1.571,17,0.235,1.020,1.585,18,0.572,1.023,1.546,19,0.604,1.033,1.468
8.710,0,-0.011,0.857,1.563,1,-0.010,0.887,1.580,2,-0.166,0.975,1.585,3,-0.012,1.224,1.520,4,-0.166,0.975,1.585,5,-0.334,0.895,1.553,6,-0.510,0.823,1.423,7,-0.567,0.833,1.399,8,0.134,0.998,1.579,9,0.355,0.998,1.579,10,0.524,1.021,1.537,10,0.524,1.021,1.537,12,-0.083,0.792,1.558,13,-0.434,0.886,1.520,14,-0.617,0.778,1.340,15,-0.621,0.774,1.245,16,0.058,0.786,1.560,17,0.215,1.037,1.573,18,0.574,1.020,1.544,19,0.607,1.026,1.466
8.718,0,-0.011,0.857,1.563,1,-0.010,0.887,1.580,2,-0.166,0.975,1.585,3,-0.012,1.224,1.520,4,-0.166,0.975,1.585,5,-0.334,0.895,1.553,6,-0.510,0.823,1.423,7,-0.567,0.833,1.399,8,0.134,0.998,1.579,9,0.355,0.998,1.579,10,0.524,1.021,1.537,10,0.524,1.021,1.537,12,-0.083,0.792,1.558,13,-0.434,0.886,1.520,14,-0.617,0.778,1.340,15,-0.621,0.774,1.245,16,0.058,0.786,1.560,17,0.215,1.037,1.573,18,0.574,1.020,1.544,19,0.607,1.026,1.466
8.724,0,-0.011,0.857,1.563,1,-0.010,0.887,1.580,2,-0.166,0.975,1.585,3,-0.012,1.224,1.520,4,-0.166,0.975,1.585,5,-0.334,0.895,1.553,6,-0.510,0.823,1.423,7,-0.567,0.833,1.399,8,0.134,0.998,1.579,9,0.355,0.998,1.579,10,0.524,1.021,1.537,10,0.524,1.021,1.537,12,-0.083,0.792,1.558,13,-0.434,0.886,1.520,14,-0.617,0.778,1.340,15,-0.621,0.774,1.245,16,0.058,0.786,1.560,17,0.215,1.037,1.573,18,0.574,1.020,1.544,19,0.607,1.026,1.466
8.732,0,-0.011,0.857,1.563,1,-0.010,0.887,1.580,2,-0.166,0.975,1.585,3,-0.012,1.224,1.520,4,-0.166,0.975,1.585,5,-0.334,0.895,1.553,6,-0.510,0.823,1.423,7,-0.567,0.833,1.399,8,0.134,0.998,1.579,9,0.355,0.998,1.579,10,0.524,1.021,1.537,10,0.524,1.021,1.537,12,-0.083,0.792,1.558,13,-0.434,0.886,1.520,14,-0.617,0.778,1.340,15,-0.621,0.774,1.245,16,0.058,0.786,1.560,17,0.215,1.037,1.573,18,0.574,1.020,1.544,19,0.607,1.026,1.466
8.739,0,-0.011,0.857,1.563,1,-0.010,0.887,1.580,2,-0.166,0.975,1.585,3,-0.012,1.224,1.520,4,-0.166,0.975,1.585,5,-0.334,0.895,1.553,6,-0.510,0.823,1.423,7,-0.567,0.833,1.399,8,0.134,0.998,1.579,9,0.355,0.998,1.579,10,0.524,1.021,1.537,10,0.524,1.021,1.537,12,-0.083,0.792,1.558,13,-0.434,0.886,1.520,14,-0.617,0.778,1.340,15,-0.621,0.774,1.245,16,0.058,0.786,1.560,17,0.215,1.037,1.573,18,0.574,1.020,1.544,19,0.607,1.026,1.466
8.747,0,-0.006,0.858,1.545,1,-0.004,0.888,1.560,2,-0.160,0.975,1.563,3,-0.007,1.223,1.499,4,-0.160,0.975,1.563,5,-0.333,0.892,1.549,6,-0.510,0.821,1.425,7,-0.565,0.834,1.402,8,0.139,0.997,1.560,9,0.358,0.997,1.560,10,0.530,1.012,1.532,10,0.530,1.012,1.532,12,-0.077,0.794,1.542,13,-0.437,0.881,1.513,14,-0.617,0.775,1.341,15,-0.622,0.770,1.246,16,0.062,0.787,1.544,17,0.207,1.044,1.566,18,0.577,1.009,1.538,19,0.612,1.008,1.460
8.754,0,-0.006,0.858,1.545,1,-0.004,0.888,1.560,2,-0.160,0.975,1.563,3,-0.007,1.223,1.499,4,-0.160,0.975,1.563,5,-0.333,0.892,1.549,6,-0.510,0.821,1.425,7,-0.565,0.834,1.402,8,0.139,0.997,1.560,9,0.358,0.997,1.560,10,0.530,1.012,1.532,10,0.530,1.012,1.532,12,-0.077,0.794,1.542,13,-0.437,0.881,1.513,14,-0.617,0.775,1.341,15,-0.622,0.770,1.246,16,0.062,0.787,1.544,17,0.207,1.044,1.566,18,0.577,1.009,1.538,19,0.612,1.008,1.460
8.761,0,-0.006,0.858,1.545,1,-0.004,0.888,1.560,2,-0.160,0.975,1.563,3,-0.007,1.223,1.499,4,-0.160,0.975,1.563,5,-0.333,0.892,1.549,6,-0.510,0.821,1.425,7,-0.565,0.834,1.402,8,0.139,0.997,1.560,9,0.358,0.997,1.560,10,0.530,1.012,1.532,10,0.530,1.012,1.532,12,-0.077,0.794,1.542,13,-0.437,0.881,1.513,14,-0.617,0.775,1.341,15,-0.622,0.770,1.246,16,0.062,0.787,1.544,17,0.207,1.044,1.566,18,0.577,1.009,1.538,19,0.612,1.008,1.460
8.769,0,-0.006,0.858,1.545,1,-0.004,0.888,1.560,2,-0.160,0.975,1.563,3,-0.007,1.223,1.499,4,-0.160,0.975,1.563,5,-0.333,0.892,1.549,6,-0.510,0.821,1.425,7,-0.565,0.834,1.402,8,0.139,0.997,1.560,9,0.358,0.997,1.560,10,0.530,1.012,1.532,10,0.530,1.012,1.532,12,-0.077,0.794,1.542,13,-0.437,0.881,1.513,14,-0.617,0.775,1.341,15,-0.622,0.770,1.246,16,0.062,0.787,1.544,17,0.207,1.044,1.566,18,0.577,1.009,1.538,19,0.612,1.008,1.460
8.777,0,-0.001,0.861,1.525,1,0.000,0.891,1.539,2,-0.155,0.977,1.543,3,-0.003,1.222,1.478,4,-0.155,0.977,1.543,5,-0.330,0.892,1.541,6,-0.495,0.826,1.432,7,-0.526,0.825,1.415,8,0.143,0.996,1.542,9,0.360,0.996,1.542,10,0.534,1.000,1.527,10,0.534,1.000,1.527,12,-0.072,0.797,1.523,13,-0.440,0.878,1.507,14,-0.618,0.773,1.341,15,-0.624,0.767,1.246,16,0.066,0.791,1.524,17,0.207,1.047,1.557,18,0.581,0.993,1.531,19,0.618,0.988,1.453
8.784,0,-0.001,0.861,1.525,1,0.000,0.891,1.539,2,-0.155,0.977,1.543,3,-0.003,1.222,1.478,4,-0.155,0.977,1.543,5,-0.330,0.892,1.541,6,-0.495,0.826,1.432,7,-0.526,0.825,1.415,8,0.143,0.996,1.542,9,0.360,0.996,1.542,10,0.534,1.000,1.527,10,0.534,1.000,1.527,12,-0.072,0.797,1.523,13,-0.440,0.878,1.507,14,-0.618,0.773,1.341,15,-0.624,0.767,1.246,16,0.066,0.791,1.524,17,0.207,1.047,1.557,18,0.581,0.993,1.531,19,0.618,0.988,1.453
8.791,0,-0.001,0.861,1.525,1,0.000,0.891,1.539,2,-0.155,0.977,1.543,3,-0.003,1.222,1.478,4,-0.155,0.977,1.543,5,-0.330,0.892,1.541,6,-0.495,0.826,1.432,7,-0.526,0.825,1.415,8,0.143,0.996,1.542,9,0.360,0.996,1.542,10,0.534,1.000,1.527,10,0.534,1.000,1.527,12,-0.072,0.797,1.523,13,-0.440,0.878,1.507,14,-0.618,0.773,1.341,15,-0.624,0.767,1.246,16,0.066,0.791,1.524,17,0.207,1.047,1.557,18,0.581,0.993,1.531,19,0.618,0.988,1.453
8.798,0,-0.001,0.861,1.525,1,0.000,0.891,1.539,2,-0.155,0.977,1.543,3,-0.003,1.222,1.478,4,-0.155,0.977,1.543,5,-0.330,0.892,1.541,6,-0.495,0.826,1.432,7,-0.526,0.825,1.415,8,0.143,0.996,1.542,9,0.360,0.996,1.542,10,0.534,1.000,1.527,10,0.534,1.000,1.527,12,-0.072,0.797,1.523,13,-0.440,0.878,1.507,14,-0.618,0.773,1.341,15,-0.624,0.767,1.246,16,0.066,0.791,1.524,17,0.207,1.047,1.557,18,0.581,0.993,1.531,19,0.618,0.988,1.453
8.805,0,-0.001,0.861,1.525,1,0.000,0.891,1.539,2,-0.155,0.977,1.543,3,-0.003,1.222,1.478,4,-0.155,0.977,1.543,5,-0.330,0.892,1.541,6,-0.495,0.826,1.432,7,-0.526,0.825,1.415,8,0.143,0.996,1.542,9,0.360,0.996,1.542,10,0.534,1.000,1.527,10,0.534,1.000,1.527,12,-0.072,0.797,1.523,13,-0.440,0.878,1.507,14,-0.618,0.773,1.341,15,-0.624,0.767,1.246,16,0.066,0.791,1.524,17,0.207,1.047,1.557,18,0.581,0.993,1.531,19,0.618,0.988,1.453
8.813,0,0.002,0.864,1.508,1,0.003,0.894,1.520,2,-0.149,0.982,1.522,3,0.002,1.223,1.457,4,-0.149,0.982,1.522,5,-0.328,0.894,1.529,6,-0.491,0.827,1.434,7,-0.518,0.821,1.417,8,0.147,0.997,1.526,9,0.356,0.997,1.526,10,0.533,0.993,1.523,10,0.533,0.993,1.523,12,-0.069,0.799,1.507,13,-0.441,0.876,1.503,14,-0.620,0.771,1.341,15,-0.628,0.765,1.248,16,0.068,0.795,1.507,17,0.215,1.046,1.545,18,0.572,0.964,1.525,19,0.608,0.953,1.449
8.820,0,0.002,0.864,1.508,1,0.003,0.894,1.520,2,-0.149,0.982,1.522,3,0.002,1.223,1.457,4,-0.149,0.982,1.522,5,-0.328,0.894,1.529,6,-0.491,0.827,1.434,7,-0.518,0.821,1.417,8,0.147,0.997,1.526,9,0.356,0.997,1.526,10,0.533,0.993,1.523,10,0.533,0.993,1.523,12,-0.069,0.799,1.507,13,-0.441,0.876,1.503,14,-0.620,0.771,1.341,15,-0.628,0.765,1.248,16,0.068,0.795,1.507,17,0.215,1.046,1.545,18,0.572,0.964,1.525,19,0.608,0.953,1.449
8.827,0,0.002,0.864,1.508,1,0.003,0.894,1.520,2,-0.149,0.982,1.522,3,0.002,1.223,1.457,4,-0.149,0.982,1.522,5,-0.328,0.894,1.529,6,-0.491,0.827,1.434,7,-0.518,0.821,1.417,8,0.147,0.997,1.526,9,0.356,0.997,1.526,10,0.533,0.993,1.523,10,0.533,0.993,1.523,12,-0.069,0.799,1.507,13,-0.441,0.876,1.503,14,-0.620,0.771,1.341,15,-0.628,0.765,1.248,16,0.068,0.795,1.507,17,0.215,1.046,1.545,18,0.572,0.964,1.525,19,0.608,0.953,1.449
8.834,0,0.002,0.864,1.508,1,0.003,0.894,1.520,2,-0.149,0.982,1.522,3,0.002,1.223,1.457,4,-0.149,0.982,1.522,5,-0.328,0.894,1.529,6,-0.491,0.827,1.434,7,-0.518,0.821,1.417,8,0.147,0.997,1.526,9,0.356,0.997,1.526,10,0.533,0.993,1.523,10,0.533,0.993,1.523,12,-0.069,0.799,1.507,13,-0.441,0.876,1.503,14,-0.620,0.771,1.341,15,-0.628,0.765,1.248,16,0.068,0.795,1.507,17,0.215,1.046,1.545,18,0.572,0.964,1.525,19,0.608,0.953,1.449
