time,HipCenter,HipCenterCoordinates.x,HipCenterCoordinates.y,HipCenterCoordinates.z,Spine,SpineCoordinates.x,SpineCoordinates.y,SpineCoordinates.z,ShoulderCenter,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.zHead,HeadCoordinates.x,HeadCoordinates.y,HeadCoordinates.z,ShoulderLeft,ShoulderLeftCoordinates.x,ShoulderLeftCoordinates.y,ShoulderLeftCoordinates.z,ElbowLeft,ElbowLeftCoordinates.x,ElbowLeftCoordinates.y,ElbowLeftCoordinates.z,WristLeft,WristLeftCoordinates.x,WristLeftCoordinates.y,WristLeftCoordinates.z,HandLeft,HandLeftCoordinates.x,HandLeftCoordinates.y,HandLeftCoordinates.z,ShoulderRight,ShoulderRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,ElbowRight,ElbowRightCoordinates.x,ShoulderRightCoordinates.y,ShoulderRightCoordinates.z,WristRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HandRight,WristRightCoordinates.x,WristRightCoordinates.y,WristRightCoordinates.z,HipLeft,HipLeftCoordinates.x,HipLeftCoordinates.y,HipLeftCoordinates.z,KneeLeft,KneeLeftCoordinates.x,KneeLeftCoordinates.y,KneeLeftCoordinates.z,AnkleLeft,AnkleLeftCoordinates.x,AnkleLeftCoordinates.y,AnkleLeftCoordinates.z,FootLeft,FootLeftCoordinates.x,FootLeftCoordinates.y,FootLeftCoordinates.z,HipRight,HipRightCoordinates.x,HipRightCoordinates.y,HipRightCoordinates.z,KneeRight,KneeRightCoordinates.x,KneeRightCoordinates.y,KneeRightCoordinates.z,AnkleRight,AnkleRightCoordinates.x,AnkleRightCoordinates.y,AnkleRightCoordinates.z,FootRight,FootRightCoordinates.x,FootRightCoordinates.y,FootRightCoordinates.z
9.862,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.869,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.877,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.884,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.893,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.900,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.909,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.916,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.923,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.933,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.941,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.948,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.955,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.968,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.977,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.984,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.992,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
9.998,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.006,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.013,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.020,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.027,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.036,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.043,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.050,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.057,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.064,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.072,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.080,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.087,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.093,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.100,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.108,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.116,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.123,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.130,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.138,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.145,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.152,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.159,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.166,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.174,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
10.181,0,-0.115,0.978,1.163,1,-0.112,1.010,1.157,2,-0.273,1.148,1.183,3,-0.137,1.296,1.035,4,-0.273,1.148,1.183,5,-0.323,0.993,1.201,6,-0.249,0.785,1.095,7,-0.227,0.713,1.051,8,0.031,1.113,1.092,9,0.077,1.113,1.092,10,-0.008,0.894,0.865,10,-0.008,0.894,0.865,12,-0.195,0.911,1.189,13,-0.188,0.683,0.990,14,-0.182,0.703,1.177,15,-0.186,0.710,1.160,16,-0.055,0.903,1.151,17,0.100,1.093,1.034,18,-0.141,0.868,1.186,19,-0.183,0.810,1.125
